TimeCreated,EventID,MachineName,FilePath,ProcessName,RequestedSigningLevel,ValidatedSigningLevel,PolicyName,PolicyGUID,SHA1FlatHash,SHA256FlatHash,Publisher,Issuer,OriginalFilename,InternalName,SISigningScenario
2026-04-10T16:16,__collection_ts__,PC-3,,,,,,,,,,,,,
10.04.2026 14:42:51,3076,pc-3,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\sweeper\TEngine.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\TraceClean.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},C384637A8FB0B8A8021F662B79DB3F58FE3D8453,4978844EDECF89AAAAB39D9BCB399B850FE17D68F99D00632271B8C1F9CB967D,0CB9E92828857976774A9FE96C016CDC67A25E6D,4843A82ED3B1F2BFBEE9671960E1940C942F688D,TEngine.dll,TEngine.dll,1
10.04.2026 14:42:51,3076,pc-3,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\TraceClean.exe,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\safemon\QHSafeTray.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},E0B6461B2270F7F3E6EFC8A101D91CCB78A0CFE7,2E0A56EFE0D518BB871EFD4A37188EE83CED5D5D320BDDBC72F4DA0B6848D580,5B66B69A9BF3B61334F13F225B78F6938B975C7031E0E16B7CD9E206C90C93A8,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,TraceClean.exe,TraceClean,1
10.04.2026 12:14:20,3033,pc-3,,,,,,,,,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,,,
10.04.2026 12:12:03,3076,pc-3,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\Utils\360DrvMgr\DownloadMgr.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\Utils\360DrvMgr\DriverUpdater.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},5D7BA58497DBAF348B1C9870DB61CA74ABAA67B8,476DA4B871D76828345411D1F55CA1FF35AE91C0C6F55146C519FE384D02CCC7,51A57C46109666C21BB1995312FBBEE6C29061398237E1FB9F2840D6122AADAF,E767799478F64A34B3F53FF3BB9057FE1768F4AB178041B0DCC0FF1E210CBA65,DownloadMgr.dll,DownloadMgr.dll,1
10.04.2026 12:12:03,3076,pc-3,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\Utils\360DrvMgr\DrvmgrCore.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\Utils\360DrvMgr\DriverUpdater.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},485FD07CB6E0DD4798D2EFD8C0EAD19C624A626D,E0323AB741FD9AA0B687AB39C4827EE67C055A3846C074435F7F5AF2D1C0F5F1,51A57C46109666C21BB1995312FBBEE6C29061398237E1FB9F2840D6122AADAF,E767799478F64A34B3F53FF3BB9057FE1768F4AB178041B0DCC0FF1E210CBA65,DrvMgrCore.dll,DrvMgrCore.dll,1
10.04.2026 11:06:00,3033,pc-3,,,,,,,,,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,,,
10.04.2026 11:03:33,3076,pc-3,\Device\HarddiskVolume3\Program Files (x86)\AVAST Software\Browser\Update\1.8.1995.6\AvastBrowserCrashHandler64.exe,\Device\HarddiskVolume3\Program Files (x86)\AVAST Software\Browser\Update\AvastBrowserUpdate.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},EB9CBDCDA220ADAC73A8865282CF150ED73C4E3F,66F1D0D978D11BB55267988FAE04FE56731D69F541822EC0D6086DEF0BBA35D7,EEA8C567FE1D7905071751E88BC6E35C62647E95A9EE287922F69CBC60485C9EC950C0F5BBE9115FE19833D6F5FCAF14,0EEB0F83C55CCAAF275CEC9CAAED00280B6DD9BD8E37BD8A191A5CF77A0E2D1298EDB019E2A1E67E3F7BD4B1C7616DC0,AvastBrowserCrashHandler64.exe,AvastBrowserCrashHandler64,1
10.04.2026 11:03:33,3076,pc-3,\Device\HarddiskVolume3\Program Files (x86)\AVAST Software\Browser\Update\1.8.1995.6\AvastBrowserCrashHandler.exe,\Device\HarddiskVolume3\Program Files (x86)\AVAST Software\Browser\Update\AvastBrowserUpdate.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},D32580D8F5F4C7F6587CC19CA6BA4571BF10C674,061DBD14AD79D65ABAFD53220E2A0681B1865D49D6669E732B191177ED97A6A9,EEA8C567FE1D7905071751E88BC6E35C62647E95A9EE287922F69CBC60485C9EC950C0F5BBE9115FE19833D6F5FCAF14,0EEB0F83C55CCAAF275CEC9CAAED00280B6DD9BD8E37BD8A191A5CF77A0E2D1298EDB019E2A1E67E3F7BD4B1C7616DC0,AvastBrowserCrashHandler.exe,AvastBrowserCrashHandler,1
10.04.2026 10:42:40,3076,pc-3,\Device\HarddiskVolume3\Program Files\AVAST Software\Browser\Application\defs\26041000\algo64.dll,\Device\HarddiskVolume3\Program Files\AVAST Software\Browser\Application\defs\26041000\engsup.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},18FDE7A1600652A1E0D1DE7C289DF4D4CEA07AFD,D16246051C8E01BD73681E87DFF36095918F010D3B6D777B7C4548CF06206B25,EEA8C567FE1D7905071751E88BC6E35C62647E95A9EE287922F69CBC60485C9EC950C0F5BBE9115FE19833D6F5FCAF14,0EEB0F83C55CCAAF275CEC9CAAED00280B6DD9BD8E37BD8A191A5CF77A0E2D1298EDB019E2A1E67E3F7BD4B1C7616DC0,algo.dll,algo,1
