TimeCreated,EventID,MachineName,FilePath,ProcessName,RequestedSigningLevel,ValidatedSigningLevel,PolicyName,PolicyGUID,SHA1FlatHash,SHA256FlatHash,Publisher,Issuer,OriginalFilename,InternalName,SISigningScenario
2026-04-13T10:18,__collection_ts__,PC-7,,,,,,,,,,,,,
10.04.2026 16:16:16,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\safemon\QHToasts.exe,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\safemon\QHSafeTray.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},FAE29D450D1583ED1F688F2190BFF37CBA395AD4,D3E92CCB3D89C6402F7F4069ECB9F79198B126787ABD1BCA7C321D0AD8D8F400,4B1335055CBC091BA763CD109C2BF380E5A198E7,4843A82ED3B1F2BFBEE9671960E1940C942F688D,boottimetoast.exe,boottimetoast,1
10.04.2026 14:49:25,3076,pc-7,\Device\HarddiskVolume3\Users\user\AppData\Local\Temp\.opera\E32378A0412D\assistant_installer.exe,\Device\HarddiskVolume3\Users\user\AppData\Local\Programs\Opera\autoupdate\opera_autoupdate.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},C9A7F2C6F66ED0C28B5420659B72F43BCFE26D4A,72C2EC502C5732B7CC031E3DCE5AD967E2080924EC2FF64ED4DC0D15B1E8BA29,33CA7E7DD71D0199E2A179ADCA3B0F6D5F199D5A0E64D5DA66D3469559B31A2E,65B1D4076A89AE273F57E6EEEDECB3EAE129B4168F76FA7671914CDF461D542255C59D9B85B916AE0CA6FC0FCF7A8E64,,Opera,1
10.04.2026 14:43:41,3076,pc-7,\Device\HarddiskVolume3\Program Files\Google\Play Games\current\service\SQLite.Interop.dll,\Device\HarddiskVolume3\Program Files\Google\Play Games\current\service\Service.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},6D12663895294A8CB2B092D398EC17ECA5E35C90,033B99589F9B1D8DD6BACB0F05636AB51BCDF0DA89E7EA43A954C6F6D2363CD9,63F4D88E309C22E91860B5C2D44D013727DDBCE5615D2E50D7EF8A878933A268,EEC58131DC11CD7F512501B15FDBC6074C603B68CA91F7162D5A042054EDB0CF,SQLite.Interop.dll,SQLite.Interop,1
10.04.2026 14:43:41,3076,pc-7,\Device\HarddiskVolume3\Program Files\Google\Play Games\current\service\System.Data.SQLite.dll,\Device\HarddiskVolume3\Program Files\Google\Play Games\current\service\Service.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},9342D0BF9031C62A131B4290913ED56181BDA2F5,BB7C72F86247A8BAE9A4BF096122AC465497026FA86D28873EE14C78F0A0A1AD,63F4D88E309C22E91860B5C2D44D013727DDBCE5615D2E50D7EF8A878933A268,EEC58131DC11CD7F512501B15FDBC6074C603B68CA91F7162D5A042054EDB0CF,System.Data.SQLite.dll,System.Data.SQLite.dll,1
10.04.2026 11:51:22,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\Utils\MenuHelper64.exe,\Device\HarddiskVolume3\Windows\System32\svchost.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},1D162EDFBAF30999C4FD54C0B351DB1AEA38D566,538FF6EB626C921A19575B177654CF388BC786174FB3AD43F54060AD1BA87525,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,MenuProxy.EXE,MenuProxy,1
10.04.2026 11:51:18,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\deepscan\QVM\360QVM.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\QHSafeMain.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},F490CF744FA26158C6377F9664E3D7080BECF130,0CF3102D617A5F9FCE657EF8A0D261714DC257D932DBC88940B96C883BD5D146,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,360QVM.dll,360QVM.dll,1
10.04.2026 11:51:18,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\softmgr\SpeedUp.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\QHSafeMain.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},057C7B2C5170984138BF9DBCA7A3D109E4E85BC1,834F7262204DE241B786E65ACD2D51ED2C3D1F04639134E0BC89C0AC5D68CC91,0CB9E92828857976774A9FE96C016CDC67A25E6D,4843A82ED3B1F2BFBEE9671960E1940C942F688D,SpeedUp.dll,SpeedUp,1
10.04.2026 11:51:18,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\deepscan\360Quarant.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\QHSafeMain.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},C920A2B8226D03887176B8976DDBF25C35DCC13C,79553C8223596B5E5108370664E74AFC1F6C04EBCEACE1F49046535A90ECD7D3,51A57C46109666C21BB1995312FBBEE6C29061398237E1FB9F2840D6122AADAF,E767799478F64A34B3F53FF3BB9057FE1768F4AB178041B0DCC0FF1E210CBA65,360Quart.dll,360Quarant.dll,1
10.04.2026 11:51:13,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\softmgr\SomAdvUtilsWrap.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\QHSafeMain.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},075402303C92660800EA40ABA8B4A56AA397E5D1,ED7A3C85CB3DDB071027E7CE35EBFFA057087AC07E02A56D9105DF19BF6040D1,4B1335055CBC091BA763CD109C2BF380E5A198E7,4843A82ED3B1F2BFBEE9671960E1940C942F688D,SomAdvUtilsWrap.dll,SomAdvUtilsWrap.dll,1
10.04.2026 11:51:12,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\QHSafeMain.exe,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\safemon\QHSafeTray.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},0F7B4C05F1B899EAAA1DBF47B7F040BAFA8A3C1F,D5B4DC1285170C6E885DCA7E361D46B20C9F3CFEA675F11004712F77ADD9B6DB,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,QHSafeMain.exe,QHSafeMain,1
10.04.2026 11:46:13,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\Utils\360DrvMgr\DriverUpdater.exe,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\safemon\QHSafeTray.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},56B1189E2B3711A57EBFEF5F3E66E2661FD225B2,36D8620E207ADF2F59772CF1835698E925DB5F6DE9FB213549A836912CB4A4DD,51A57C46109666C21BB1995312FBBEE6C29061398237E1FB9F2840D6122AADAF,E767799478F64A34B3F53FF3BB9057FE1768F4AB178041B0DCC0FF1E210CBA65,DriverUpdater.exe,DriverUpdater,1
10.04.2026 10:54:59,3076,pc-7,\Device\HarddiskVolume3\Users\user\AppData\Local\Programs\Scratch 3\libEGL.dll,\Device\HarddiskVolume3\Users\user\AppData\Local\Programs\Scratch 3\Scratch 3.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},224070195E2CBFE684D6F505574C75004771D618,DC2C4AB947A3F766F554E156157AB6522AAA430D3B40DC4612074DEBCD728833,,,libEGL.dll,libEGL,1
10.04.2026 10:54:59,3076,pc-7,\Device\HarddiskVolume3\Users\user\AppData\Local\Programs\Scratch 3\libGLESv2.dll,\Device\HarddiskVolume3\Users\user\AppData\Local\Programs\Scratch 3\Scratch 3.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},B7E90B3E355F701AFBDF733468720B469F3F2A50,A6A1967B8C258BF0738BB3B14C0C5A4320550EA21486003F6229B4C3EC007502,,,libGLESv2.dll,libGLESv2,1
10.04.2026 10:54:59,3076,pc-7,\Device\HarddiskVolume3\Users\user\AppData\Local\Programs\Scratch 3\ffmpeg.dll,\Device\HarddiskVolume3\Users\user\AppData\Local\Programs\Scratch 3\Scratch 3.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},EB6B61EE94702EF5FF80C05B785BE7EFE5A72DF7,669DCCE2F75AA398993FEE03DBD9D6F2C3790B1ECFEB8BC0BFB1BF9E43A304DA,,,,,1
10.04.2026 10:54:58,3076,pc-7,\Device\HarddiskVolume3\Users\user\AppData\Local\Programs\Scratch 3\Scratch 3.exe,\Device\HarddiskVolume3\Windows\explorer.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},AD4E73AEEEFAECF180670D8911E80694E1AC60CE,4E4F12F197B1901E1697A94A2B6C1231562C06AFE07642192466F0F4BF65929A,89C2AA7F3C1D2BD5A1E9EE24578BF94BC8476EF98FF6EE927373078FCBE9A3F5,E767799478F64A34B3F53FF3BB9057FE1768F4AB178041B0DCC0FF1E210CBA65,,Scratch 3,1
10.04.2026 10:41:36,3033,pc-7,,,,,,,,,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,,,
10.04.2026 10:41:26,3033,pc-7,,,,,,,,,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,,,
10.04.2026 10:33:37,3033,pc-7,,,,,,,,,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,,,
10.04.2026 10:33:35,3033,pc-7,,,,,,,,,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,,,
10.04.2026 10:33:35,3033,pc-7,,,,,,,,,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,,,
10.04.2026 10:29:14,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\Utils\cef\2623\libcef.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\Utils\cef\cefutil.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},135D05BDC23C4A6F90C8057843D93E03CB1A7717,AF6BFD525C81961F77DA85E99AFAC8462F5693081F73732EA0FBCEFB93B4A867,4B1335055CBC091BA763CD109C2BF380E5A198E7,4843A82ED3B1F2BFBEE9671960E1940C942F688D,libcef.dll,libcef,1
10.04.2026 10:29:13,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\Utils\cef\cefutil.exe,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\Utils\PopTip.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},C55322C4E81BF96C3A1C451A9B2C2836A8B67D1A,F6BDE459185AFE2D5B3A220D3693B7F3CC9E940234F7F9C923244DCB4701160E,51A57C46109666C21BB1995312FBBEE6C29061398237E1FB9F2840D6122AADAF,E767799478F64A34B3F53FF3BB9057FE1768F4AB178041B0DCC0FF1E210CBA65,cefutil.exe,CefUtil,1
10.04.2026 10:29:12,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\Utils\PopTip.exe,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\safemon\QHSafeTray.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},DD8E8A0E145DFFE6C83F65ADBA27ED368A97D1C6,E5A09142C113601F2520D622F3FC905FCC09E9937630EEF594C4AFF6F8998013,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,SysCleaner.exe,SysClean,1
10.04.2026 10:29:09,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\safemon\360scovec64.dll,\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},A38EC88BCB8202CBC30D15DFD24187AC230D44A6,3097CCC783D5FE2AF87FB24A49D614C251FB708CC5F45A9F486ADB67A92B5759,51A57C46109666C21BB1995312FBBEE6C29061398237E1FB9F2840D6122AADAF,E767799478F64A34B3F53FF3BB9057FE1768F4AB178041B0DCC0FF1E210CBA65,360scovec64,360scovec64,1
10.04.2026 10:28:30,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\leakrepair.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\PatchUp.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},9BA549374EE9E78863AA84E432BCCBD402BF6B96,E308A653A651F0101AAD1969225AB34E68048568CCF2DCC44812F3579D62E66A,0CB9E92828857976774A9FE96C016CDC67A25E6D,4843A82ED3B1F2BFBEE9671960E1940C942F688D,leakrepair.dll,leakrepair.dll,1
10.04.2026 10:28:30,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\PatchUp.exe,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\safemon\QHSafeTray.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},A5319015570333DC95B829C415DBF4E694BC3822,7A55FEE61B310CBAB35ADC8E3C5639D794FE5DAA7A4A55C7A2ABC948A7B07E68,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,PatchUp.exe,PatchUp,1
10.04.2026 10:27:39,3033,pc-7,,,,,,,,,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,,,
10.04.2026 10:24:13,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\360P2SP.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\360TsLiveUpd.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},D37C0B3A1DBD9A4A23F5ABC13D50E2EC5104D7BD,0B5C5AF581CBF9A871E59653CF7A2645CE32773237736B034CCE780C0A9647FD,23F7BA293B978BC4D4CB7E4032C0BC5D3681B0AF,4843A82ED3B1F2BFBEE9671960E1940C942F688D,360P2SP.dll,360P2SP.dll,1
10.04.2026 10:24:13,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\360net.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\360TsLiveUpd.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},E0150F13F5013DF95C17D01834E421FEF4A8713F,171DD502AF5BB9057401E35B4F659F12A3EB4DB387DA70EC12E0D05FBD7B1EF6,4B1335055CBC091BA763CD109C2BF380E5A198E7,4843A82ED3B1F2BFBEE9671960E1940C942F688D,360net.dll,360net.dll,1
10.04.2026 10:24:13,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\LiveUpd360.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\360TsLiveUpd.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},D8F2439B39A953B73180E73EF3A647C91823C2D1,E9FFA1A0215C124A9437FC013AD7E560452E0AD98D77A7A8D281860BF0A4F6F1,51A57C46109666C21BB1995312FBBEE6C29061398237E1FB9F2840D6122AADAF,E767799478F64A34B3F53FF3BB9057FE1768F4AB178041B0DCC0FF1E210CBA65,LiveUpd360.dll,LiveUpd360.dll,1
10.04.2026 10:24:13,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\Safelive.dll,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\360TsLiveUpd.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},097E5B396427EE2B629725D24E3FBE8ECA558FB6,2F0008BFB276CF493BBEF1C768EF30407EFB830B461403A9290B62888D7C8C8C,3639CA585A00DF1F518C23DECDAB6FF84AEB0766BDCBF6A05594ABFA18304AFE,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,Safelive.DLL,Safelive,1
10.04.2026 10:24:13,3076,pc-7,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\360TsLiveUpd.exe,\Device\HarddiskVolume3\Program Files (x86)\360\Total Security\safemon\QHActiveDefense.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},F84C1CB3FCADABED93D8EABAE7A1B333A5E8A5BC,7A6DA62266C1DBE2CD0D715FB8B63DB33E2893710A32CD30F9E4C2429D1C7A39,5B66B69A9BF3B61334F13F225B78F6938B975C7031E0E16B7CD9E206C90C93A8,D9C7DB0B704F07089440C56E69A0F31D730EDF77CFBF7514630E8B5390A270FE,TSLiveUpd.exe,360TSLiveUpd.exe,1
10.04.2026 10:23:48,3076,pc-7,\Device\HarddiskVolume3\Users\user\AppData\Local\Temp\.opera\E32378A0412D\assistant_installer.exe,\Device\HarddiskVolume3\Users\user\AppData\Local\Programs\Opera\autoupdate\opera_autoupdate.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},C9A7F2C6F66ED0C28B5420659B72F43BCFE26D4A,72C2EC502C5732B7CC031E3DCE5AD967E2080924EC2FF64ED4DC0D15B1E8BA29,33CA7E7DD71D0199E2A179ADCA3B0F6D5F199D5A0E64D5DA66D3469559B31A2E,65B1D4076A89AE273F57E6EEEDECB3EAE129B4168F76FA7671914CDF461D542255C59D9B85B916AE0CA6FC0FCF7A8E64,,Opera,1
10.04.2026 10:23:47,3076,pc-7,\Device\HarddiskVolume3\Users\user\AppData\Local\Temp\.opera\9518DA1A42AC\installer.exe,\Device\HarddiskVolume3\Users\user\AppData\Local\Programs\Opera\autoupdate\opera_autoupdate.exe,2,2,,{dc1a6eb5-1193-40a9-8afa-ae1a16634dac},4A2C17F5092AE4FD963A8149BE039481708EFCC4,479A92FFADA91FB7340C89F5C598B62E95B70489807DCD74C431F1F388ACEDE5,33CA7E7DD71D0199E2A179ADCA3B0F6D5F199D5A0E64D5DA66D3469559B31A2E,65B1D4076A89AE273F57E6EEEDECB3EAE129B4168F76FA7671914CDF461D542255C59D9B85B916AE0CA6FC0FCF7A8E64,,Opera,1
